canonical_match_id,sb_match_id,competition_label,season,kickoff_date,lake_sha256,lake_local_path,bridge_id,bridge_confidence,reconciliation_status,home_team_id,away_team_id,target_wdl,reg_home_goals,reg_away_goals,n_events,n_shots,n_shots_with_xg,xg_coverage,xg_fraction_shots,xg_present_snapshot_fraction,max_regulation_minute,has_extra_time,snapshot_count,target_eligible_wdl,target_eligible_xg,target_eligible_event_process,target_eligible_residual,target_eligible_near_term,target_eligible_discipline,target_eligible_power,exclusion_reason,primary_fold,loco_fold,is_2026_wc_excluded
fifa_world_cup_2018__sb7541,7541,FIFA World Cup 2018,2018,2018-06-19,ed25888e92193f0394e121a9101c4d3a7607a225b4c7416c9b13a647b54b9584,objects/ed/ed25888e92193f0394e121a9101c4d3a7607a225b4c7416c9b13a647b54b9584.json,c5c9e3e18f7059c4,exact,exact,769,778,A,1,2,3869,24,24,available_verified,1.0,0.9661,95.217,False,118,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7542,7542,FIFA World Cup 2018,2018,2018-06-20,bf413501a7245ad9f69dbfc51b038b92457345a47f363d594887d6987ccf5e90,objects/bf/bf413501a7245ad9f69dbfc51b038b92457345a47f363d594887d6987ccf5e90.json,420895e961137fae,exact,exact,780,788,H,1,0,3243,29,29,available_verified,1.0,0.9683,95.1,False,126,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7543,7543,FIFA World Cup 2018,2018,2018-06-20,a71116f175234e1696cf28cc5e5123eceae8f224ae837226c01b785d552059e0,objects/a7/a71116f175234e1696cf28cc5e5123eceae8f224ae837226c01b785d552059e0.json,8977cdf712634365,exact,exact,797,772,A,0,1,3822,24,24,available_verified,1.0,0.9627,94.15,False,134,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7544,7544,FIFA World Cup 2018,2018,2018-06-20,c4309dfb9ad2a13b93f296fd98758fd0e1afae531b5580097fe21bbe9279cfb8,objects/c4/c4309dfb9ad2a13b93f296fd98758fd0e1afae531b5580097fe21bbe9279cfb8.json,412797e5b4bdb3c4,exact,exact,783,799,H,1,0,3952,22,22,available_verified,1.0,0.9818,94.017,False,110,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7545,7545,FIFA World Cup 2018,2018,2018-06-21,f4512ba549a1c4704cf650e509d922284754b1ef51879eb91da24c6ba294d868,objects/f4/f4512ba549a1c4704cf650e509d922284754b1ef51879eb91da24c6ba294d868.json,1a98b6655189d73e,exact,mismatch_regulation_goals,779,785,A,0,2,3463,24,24,available_verified,1.0,0.963,94.1,False,108,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7546,7546,FIFA World Cup 2018,2018,2018-06-21,5fd54c82f9f84d9b2b1d3f198d5b1f82c6752574ea6533acc22f93f53c286879,objects/5f/5fd54c82f9f84d9b2b1d3f198d5b1f82c6752574ea6533acc22f93f53c286879.json,441351b0b4514309,exact,exact,771,784,H,1,0,3742,24,24,available_verified,1.0,0.9916,94.45,False,119,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7547,7547,FIFA World Cup 2018,2018,2018-06-21,c1cdb35444c8a353bc9e2663ea578821ef6499d593e1764f4bb34823e7a751b8,objects/c1/c1cdb35444c8a353bc9e2663ea578821ef6499d593e1764f4bb34823e7a751b8.json,aa09afc193098b88,exact,exact,776,792,D,1,1,3576,23,23,available_verified,1.0,0.9612,93.45,False,129,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7548,7548,FIFA World Cup 2018,2018,2018-06-22,60f334286e04a6575ca8db14c7177abcc5bd2505d10070c1e36138f32def14a1,objects/60/60f334286e04a6575ca8db14c7177abcc5bd2505d10070c1e36138f32def14a1.json,3d0a422c8a1f2290,exact,wdl_target_conflict,781,795,D,0,0,3721,27,27,available_verified,1.0,0.9787,98.017,False,141,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7549,7549,FIFA World Cup 2018,2018,2018-06-22,92c978cd230d5ef10df7f843b3526f6ad6f4350b113d84d252b3e347df6ae253,objects/92/92c978cd230d5ef10df7f843b3526f6ad6f4350b113d84d252b3e347df6ae253.json,975202267ca7c32a,exact,exact,775,793,H,2,0,3219,27,27,available_verified,1.0,0.9685,96.567,False,127,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7550,7550,FIFA World Cup 2018,2018,2018-06-22,b15a39d3338316a7ef07902ae43261259e6865ae59b4f26d2f6516e58ff90226,objects/b1/b15a39d3338316a7ef07902ae43261259e6865ae59b4f26d2f6516e58ff90226.json,0f2290227074ca48,exact,exact,786,773,A,1,2,3475,31,31,available_verified,1.0,0.9708,95.8,False,137,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7551,7551,FIFA World Cup 2018,2018,2018-06-23,504191e8c993c96e4e1b69141a74e46b71266b9252f550a8aaf737048af4798f,objects/50/504191e8c993c96e4e1b69141a74e46b71266b9252f550a8aaf737048af4798f.json,4b1928632b27457b,exact,wdl_target_conflict,770,790,D,1,1,3460,25,25,available_verified,1.0,0.9589,97.15,False,146,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7552,7552,FIFA World Cup 2018,2018,2018-06-23,31cb3931c4ceb69bc6df24c68f4572229b57f751e813494f1fe109359e4b5439,objects/31/31cb3931c4ceb69bc6df24c68f4572229b57f751e813494f1fe109359e4b5439.json,e387278cd2444a71,exact,mismatch_regulation_goals,782,777,H,5,1,3483,40,40,available_verified,1.0,0.9797,93.117,False,148,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7553,7553,FIFA World Cup 2018,2018,2018-06-23,20520d4bb5b6820dfe2c8ebb6fc651217721747638fe86647a9c4c8e772167ac,objects/20/20520d4bb5b6820dfe2c8ebb6fc651217721747638fe86647a9c4c8e772167ac.json,a35916e7737bcfb0,exact,mismatch_regulation_goals,791,794,A,0,2,3287,31,31,available_verified,1.0,0.9444,95.15,False,126,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7554,7554,FIFA World Cup 2018,2018,2018-06-24,ea3aea09aa464da831487d412548fe033625fd913bbb918c76469d0c2b355acd,objects/ea/ea3aea09aa464da831487d412548fe033625fd913bbb918c76469d0c2b355acd.json,6dc2dd9a2dfc0817,exact,exact,768,798,H,6,1,3573,19,19,available_verified,1.0,0.967,94.383,False,91,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7555,7555,FIFA World Cup 2018,2018,2018-06-24,2eb87c884c49202ff395d0614444f2592efc84f6e3ae10a5634c18bc12fc2089,objects/2e/2eb87c884c49202ff395d0614444f2592efc84f6e3ae10a5634c18bc12fc2089.json,ccf27d0f02109418,exact,exact,789,769,A,0,3,3749,24,24,available_verified,1.0,0.9708,95.067,False,137,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7556,7556,FIFA World Cup 2018,2018,2018-06-24,f2caf0325cf34afd47af2c8d0740a42bb3246b9f28069ed137b66da6fe781c8f,objects/f2/f2caf0325cf34afd47af2c8d0740a42bb3246b9f28069ed137b66da6fe781c8f.json,67be4ec49ed58f04,exact,exact,778,787,D,2,2,3039,22,22,available_verified,1.0,0.9274,94.017,False,124,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7557,7557,FIFA World Cup 2018,2018,2018-06-25,993a23a8652d8e78581831cfa5c291e55e60fda9058b3b7944441d5a8506439b,objects/99/993a23a8652d8e78581831cfa5c291e55e60fda9058b3b7944441d5a8506439b.json,43a67733ee5afdc6,exact,wdl_target_conflict,797,780,A,0,1,3188,24,24,available_verified,1.0,0.9623,97.267,False,106,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7558,7558,FIFA World Cup 2018,2018,2018-06-25,b863dad8dd9d75f136afccfd5b71160e3d73f0536962481b6a195c04cd7a2038,objects/b8/b863dad8dd9d75f136afccfd5b71160e3d73f0536962481b6a195c04cd7a2038.json,ad6ba991b03c214a,exact,exact,783,796,H,3,0,3268,19,19,available_verified,1.0,0.9906,94.617,False,106,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7559,7559,FIFA World Cup 2018,2018,2018-06-25,1833d363a3d7839c38a87035d8be17574f79f2fcd4d7b1368716fdbe21c5d560,objects/18/1833d363a3d7839c38a87035d8be17574f79f2fcd4d7b1368716fdbe21c5d560.json,c50a844f4ec1baba,exact,wdl_target_conflict,799,774,D,1,1,3831,29,29,available_verified,1.0,0.9789,95.55,False,142,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7560,7560,FIFA World Cup 2018,2018,2018-06-25,20b6ca18e502f55801e9d0de5a5e476886e53ccec71a7c5026bb901d931ad7e1,objects/20/20b6ca18e502f55801e9d0de5a5e476886e53ccec71a7c5026bb901d931ad7e1.json,6e2696e0d71b3951,exact,wdl_target_conflict,772,788,A,1,2,3599,26,26,available_verified,1.0,0.8651,96.75,False,126,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7561,7561,FIFA World Cup 2018,2018,2018-06-26,f95f4a023ca825311e94cefef5fdb00ccfc8cdd70672e9bd21aecbd5cb143761,objects/f9/f95f4a023ca825311e94cefef5fdb00ccfc8cdd70672e9bd21aecbd5cb143761.json,71eaaa5cfe6d560f,exact,exact,793,785,A,1,2,3325,30,30,available_verified,1.0,0.8879,94.1,False,116,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7562,7562,FIFA World Cup 2018,2018,2018-06-26,85b6e7448441d4843805091198cf0a07ac8c441e28058f4f7a91ae68409e6d0a,objects/85/85b6e7448441d4843805091198cf0a07ac8c441e28058f4f7a91ae68409e6d0a.json,3dd4268c82d98634,exact,exact,792,784,A,0,2,3630,20,20,available_verified,1.0,0.9669,94.067,False,121,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7563,7563,FIFA World Cup 2018,2018,2018-06-26,098b337d5fe5e0ab65acf3eb622f6b5b8c800ac8e2e89cc4ffd5614b1777c003,objects/09/098b337d5fe5e0ab65acf3eb622f6b5b8c800ac8e2e89cc4ffd5614b1777c003.json,cbad7b2d42a4efad,exact,exact,776,771,D,0,0,3605,16,16,available_verified,1.0,0.8673,93.117,False,113,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7564,7564,FIFA World Cup 2018,2018,2018-06-26,24a91a7964cd9b75effb9181fb4287878d9d1749b99bdf0f3a749ab305a1a5a7,objects/24/24a91a7964cd9b75effb9181fb4287878d9d1749b99bdf0f3a749ab305a1a5a7.json,2f0d7b27f11d7b31,exact,exact,775,779,A,1,2,3503,17,17,available_verified,1.0,0.9626,94.5,False,107,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7565,7565,FIFA World Cup 2018,2018,2018-06-27,e5b6946b810598b946b8263230e7a5464207fae423c351cf8f9244ea7882f16f,objects/e5/e5b6946b810598b946b8263230e7a5464207fae423c351cf8f9244ea7882f16f.json,2280285b491f0550,exact,exact,786,781,A,0,2,4083,26,26,available_verified,1.0,0.9806,93.067,False,155,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7566,7566,FIFA World Cup 2018,2018,2018-06-27,2139ee5a437a66b53a23b5ad7522962dab41eb807fe6ac5926a9506fb14e6d0b,objects/21/2139ee5a437a66b53a23b5ad7522962dab41eb807fe6ac5926a9506fb14e6d0b.json,cd1d40a7249a6be6,exact,exact,794,790,A,0,3,2831,37,37,available_verified,1.0,0.9653,94.183,False,144,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7567,7567,FIFA World Cup 2018,2018,2018-06-27,30ea0f1dff7bf66c4b2c58b2fd73ba4bf11eec66061c849333c3eaf780e0b553,objects/30/30ea0f1dff7bf66c4b2c58b2fd73ba4bf11eec66061c849333c3eaf780e0b553.json,5b60388ec70078a5,exact,wdl_target_conflict,791,770,D,0,0,3708,41,41,available_verified,1.0,0.963,99.383,False,162,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7568,7568,FIFA World Cup 2018,2018,2018-06-27,df6e2bc09e75526f8afa13f01c435aff16a21b5ce79e2e3480dcd7f076d8e23d,objects/df/df6e2bc09e75526f8afa13f01c435aff16a21b5ce79e2e3480dcd7f076d8e23d.json,8e5fc30ead1a08c7,exact,wdl_target_conflict,773,795,H,2,1,3347,27,27,available_verified,1.0,0.9688,95.1,False,128,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7569,7569,FIFA World Cup 2018,2018,2018-06-28,22a4bc3f31e7a1d79bd8975ab9e6c2b4ae0798e64c8d6a194b6c9455747d0825,objects/22/22a4bc3f31e7a1d79bd8975ab9e6c2b4ae0798e64c8d6a194b6c9455747d0825.json,532976e6868bd263,exact,exact,798,777,A,1,2,3410,24,24,available_verified,1.0,0.9113,97.5,False,124,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7570,7570,FIFA World Cup 2018,2018,2018-06-28,b9e70d1891617c960d2212a63d7703d5a9418c275cc35634197249579548b5e8,objects/b9/b9e70d1891617c960d2212a63d7703d5a9418c275cc35634197249579548b5e8.json,fddf2d295da8c1f0,exact,exact,768,782,A,0,1,3986,26,26,available_verified,1.0,0.9538,93.1,False,130,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7571,7571,FIFA World Cup 2018,2018,2018-06-28,dea2396406e4fd1e72fbf7ad8eb1e3da666faf2555253a0e589ea1997e3eac84,objects/de/dea2396406e4fd1e72fbf7ad8eb1e3da666faf2555253a0e589ea1997e3eac84.json,1bb2b14f977be084,exact,exact,787,769,A,0,1,2816,11,11,available_verified,1.0,0.9765,93.983,False,85,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7572,7572,FIFA World Cup 2018,2018,2018-06-28,5e019e3e70721bb14b501dc75c05f8de47361084b8f3750708a3073d47d4852f,objects/5e/5e019e3e70721bb14b501dc75c05f8de47361084b8f3750708a3073d47d4852f.json,ec646708dacef441,exact,exact,778,789,A,0,1,3671,22,22,available_verified,1.0,0.8774,93.05,False,106,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7576,7576,FIFA World Cup 2018,2018,2018-06-15,f1b386d53625b1c118cca037ef8dd39b100ce6eb3c6d4c839506cedfc401db79,objects/f1/f1b386d53625b1c118cca037ef8dd39b100ce6eb3c6d4c839506cedfc401db79.json,a17a50b50f5f2954,exact,exact,780,772,D,3,3,4153,22,22,available_verified,1.0,0.9528,94.917,False,106,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7577,7577,FIFA World Cup 2018,2018,2018-06-15,12f628a05b12a15d0ed4721e9ef1ea0775db74fe8ad40ffeac0119644ee9ebf1,objects/12/12f628a05b12a15d0ed4721e9ef1ea0775db74fe8ad40ffeac0119644ee9ebf1.json,e4ef7f1c119c402f,exact,wdl_target_conflict,788,797,D,0,0,2875,22,22,available_verified,1.0,0.9712,96.05,False,104,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7578,7578,FIFA World Cup 2018,2018,2018-06-15,e2a7f8738cbfb20c83b7e49badaf45cdac565df2047fd77f95cf6a17d9caccef,objects/e2/e2a7f8738cbfb20c83b7e49badaf45cdac565df2047fd77f95cf6a17d9caccef.json,a429a0ba326ef338,exact,exact,774,783,A,0,1,3758,24,24,available_verified,1.0,0.9612,96.15,False,129,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7579,7579,FIFA World Cup 2018,2018,2018-06-30,3c296f9f6588f85788b939c1f4503042c4986a25bec2648799c8dd4de06cc7a1,objects/3c/3c296f9f6588f85788b939c1f4503042c4986a25bec2648799c8dd4de06cc7a1.json,f4230aa4f9bad997,exact,exact,783,780,H,2,1,3196,28,28,available_verified,1.0,0.9858,95.95,False,141,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7580,7580,FIFA World Cup 2018,2018,2018-06-30,382dac9abfa4c3bb540e9599ad5f7fde5ec9675aab636452d3b1418a924d4321,objects/38/382dac9abfa4c3bb540e9599ad5f7fde5ec9675aab636452d3b1418a924d4321.json,9d7460a786442b70,exact,mismatch_regulation_goals,771,779,H,4,2,3549,21,21,available_verified,1.0,0.9569,95.05,False,116,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7581,7581,FIFA World Cup 2018,2018,2018-07-01,ac7cf56be3d394d49c9e864d427e2ea2e8927244544794ef4917e74d988a5104,objects/ac/ac7cf56be3d394d49c9e864d427e2ea2e8927244544794ef4917e74d988a5104.json,23ce415808d5a705,exact,exact,785,776,D,1,1,4285,45,45,available_verified,1.0,0.9609,93.167,True,128,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7582,7582,FIFA World Cup 2018,2018,2018-07-01,57de09afe0fc3f570129210e1fe76b333cd312b70ce5af5fb81a2e537191c28f,objects/57/57de09afe0fc3f570129210e1fe76b333cd312b70ce5af5fb81a2e537191c28f.json,f4df68973baf40c1,exact,exact,772,796,D,1,1,5024,41,41,available_verified,1.0,0.9811,94.1,True,106,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7583,7583,FIFA World Cup 2018,2018,2018-07-02,8c3293ec7bb9bd7754eccacfb1c2a6fe10e4d5983f11808fc5c4887d30a059fb,objects/8c/8c3293ec7bb9bd7754eccacfb1c2a6fe10e4d5983f11808fc5c4887d30a059fb.json,8a49ccc81c7e5fa6,exact,exact,781,794,H,2,0,3393,33,33,available_verified,1.0,0.9816,96.167,False,163,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7584,7584,FIFA World Cup 2018,2018,2018-07-02,42b2a15f88146e6f549d4339f671a3847c5d55f2005c2cc43c2e8547b6308ad2,objects/42/42b2a15f88146e6f549d4339f671a3847c5d55f2005c2cc43c2e8547b6308ad2.json,24250ad701243c6d,exact,wdl_target_conflict,782,778,D,2,2,3715,40,40,available_verified,1.0,0.989,95.067,False,181,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7585,7585,FIFA World Cup 2018,2018,2018-07-03,6a0c480fc22762a147f3b3996c21a7953c2a813a9ec9dc06bd516568bf874646,objects/6a/6a0c480fc22762a147f3b3996c21a7953c2a813a9ec9dc06bd516568bf874646.json,9ef3cd75f9404fc9,exact,wdl_target_conflict,769,768,A,0,1,4019,41,41,available_verified,1.0,0.9714,96.133,True,105,False,False,False,False,False,False,False,wdl_target_conflict:wdl_target_conflict,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb7586,7586,FIFA World Cup 2018,2018,2018-07-03,8e959c90c20170e7fd50494dd66ebf70f402a9cef194b46ea6f7b22f60a0c91d,objects/8e/8e959c90c20170e7fd50494dd66ebf70f402a9cef194b46ea6f7b22f60a0c91d.json,0a6b85c9e1a47b97,exact,exact,790,773,H,1,0,3318,28,28,available_verified,1.0,0.9932,96.267,False,146,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb8649,8649,FIFA World Cup 2018,2018,2018-07-06,4b0c3bfd013a2ae10c3d4132dd597e5808439e97dfa8d01e3c7584b3776c5524,objects/4b/4b0c3bfd013a2ae10c3d4132dd597e5808439e97dfa8d01e3c7584b3776c5524.json,97ff7c9cf169612a,exact,exact,783,771,A,0,2,3375,21,21,available_verified,1.0,0.9219,94.967,False,128,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
fifa_world_cup_2018__sb8650,8650,FIFA World Cup 2018,2018,2018-07-06,1e45557a50b3f7333e0d962cc4d4678c9b3edf2f52ee06b77f29fc3837020af3,objects/1e/1e45557a50b3f7333e0d962cc4d4678c9b3edf2f52ee06b77f29fc3837020af3.json,51ad491d67cab6c6,exact,exact,781,782,A,1,2,3589,33,33,available_verified,1.0,0.9939,95.05,False,164,True,True,True,True,True,True,True,,0,FIFA World Cup 2018,False
