sb_match_id,api_fixture_id,competition_label,kickoff_date,dropped_at_stage,drop_reason,detail
7549,135801,FIFA World Cup 2018,2018-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7550,135802,FIFA World Cup 2018,2018-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7552,135803,FIFA World Cup 2018,2018-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7553,135804,FIFA World Cup 2018,2018-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7551,135805,FIFA World Cup 2018,2018-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7554,135806,FIFA World Cup 2018,2018-06-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7556,135807,FIFA World Cup 2018,2018-06-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7555,135808,FIFA World Cup 2018,2018-06-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7558,135809,FIFA World Cup 2018,2018-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7559,135810,FIFA World Cup 2018,2018-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7557,135811,FIFA World Cup 2018,2018-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7560,135812,FIFA World Cup 2018,2018-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7563,135813,FIFA World Cup 2018,2018-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7562,135814,FIFA World Cup 2018,2018-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7564,135815,FIFA World Cup 2018,2018-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7561,135816,FIFA World Cup 2018,2018-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7567,135817,FIFA World Cup 2018,2018-06-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7566,135818,FIFA World Cup 2018,2018-06-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7565,135819,FIFA World Cup 2018,2018-06-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7568,135820,FIFA World Cup 2018,2018-06-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7572,135821,FIFA World Cup 2018,2018-06-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7571,135822,FIFA World Cup 2018,2018-06-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7570,135823,FIFA World Cup 2018,2018-06-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7569,135824,FIFA World Cup 2018,2018-06-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7580,135761,FIFA World Cup 2018,2018-06-30,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7579,135762,FIFA World Cup 2018,2018-06-30,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7582,135763,FIFA World Cup 2018,2018-07-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7581,135764,FIFA World Cup 2018,2018-07-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7583,135765,FIFA World Cup 2018,2018-07-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7584,135766,FIFA World Cup 2018,2018-07-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7586,135767,FIFA World Cup 2018,2018-07-03,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
7585,135768,FIFA World Cup 2018,2018-07-03,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8649,135769,FIFA World Cup 2018,2018-07-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8650,135770,FIFA World Cup 2018,2018-07-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8651,135771,FIFA World Cup 2018,2018-07-07,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8652,135772,FIFA World Cup 2018,2018-07-07,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8655,135773,FIFA World Cup 2018,2018-07-10,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8656,135774,FIFA World Cup 2018,2018-07-11,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8657,135775,FIFA World Cup 2018,2018-07-14,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
8658,135776,FIFA World Cup 2018,2018-07-15,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857286,855736,FIFA World Cup 2022,2022-11-20,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857285,855734,FIFA World Cup 2022,2022-11-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857271,855735,FIFA World Cup 2022,2022-11-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857282,866681,FIFA World Cup 2022,2022-11-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857300,855737,FIFA World Cup 2022,2022-11-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857279,871850,FIFA World Cup 2022,2022-11-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857277,855740,FIFA World Cup 2022,2022-11-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857284,855741,FIFA World Cup 2022,2022-11-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857268,855742,FIFA World Cup 2022,2022-11-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857291,871851,FIFA World Cup 2022,2022-11-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857290,855743,FIFA World Cup 2022,2022-11-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857287,855744,FIFA World Cup 2022,2022-11-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857298,855745,FIFA World Cup 2022,2022-11-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857301,855747,FIFA World Cup 2022,2022-11-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857274,855748,FIFA World Cup 2022,2022-11-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857272,855749,FIFA World Cup 2022,2022-11-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857273,866682,FIFA World Cup 2022,2022-11-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857297,855750,FIFA World Cup 2022,2022-11-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857266,855751,FIFA World Cup 2022,2022-11-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857289,855752,FIFA World Cup 2022,2022-11-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857288,871852,FIFA World Cup 2022,2022-11-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857283,855753,FIFA World Cup 2022,2022-11-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857281,855754,FIFA World Cup 2022,2022-11-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857295,871853,FIFA World Cup 2022,2022-11-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857299,855757,FIFA World Cup 2022,2022-11-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857269,855758,FIFA World Cup 2022,2022-11-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857270,855759,FIFA World Cup 2022,2022-11-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857294,855760,FIFA World Cup 2022,2022-11-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857267,855761,FIFA World Cup 2022,2022-11-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857278,855762,FIFA World Cup 2022,2022-11-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857275,855763,FIFA World Cup 2022,2022-11-30,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857296,855766,FIFA World Cup 2022,2022-12-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857276,855767,FIFA World Cup 2022,2022-12-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857292,871855,FIFA World Cup 2022,2022-12-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857293,855770,FIFA World Cup 2022,2022-12-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3857280,855771,FIFA World Cup 2022,2022-12-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869117,976533,FIFA World Cup 2022,2022-12-03,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869151,976642,FIFA World Cup 2022,2022-12-03,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869118,976534,FIFA World Cup 2022,2022-12-04,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869152,976643,FIFA World Cup 2022,2022-12-04,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869219,977344,FIFA World Cup 2022,2022-12-05,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869253,977705,FIFA World Cup 2022,2022-12-05,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869220,977345,FIFA World Cup 2022,2022-12-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869254,977706,FIFA World Cup 2022,2022-12-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869321,977794,FIFA World Cup 2022,2022-12-09,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869420,978072,FIFA World Cup 2022,2022-12-09,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869354,978036,FIFA World Cup 2022,2022-12-10,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869486,978088,FIFA World Cup 2022,2022-12-10,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869519,978279,FIFA World Cup 2022,2022-12-13,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869552,978488,FIFA World Cup 2022,2022-12-14,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869684,979138,FIFA World Cup 2022,2022-12-17,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3869685,979139,FIFA World Cup 2022,2022-12-18,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788753,657686,UEFA Euro 2020,2021-06-16,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788755,657687,UEFA Euro 2020,2021-06-16,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788754,657688,UEFA Euro 2020,2021-06-16,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788758,657689,UEFA Euro 2020,2021-06-17,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788757,657690,UEFA Euro 2020,2021-06-17,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788756,657691,UEFA Euro 2020,2021-06-17,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788761,657692,UEFA Euro 2020,2021-06-18,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788760,657693,UEFA Euro 2020,2021-06-18,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
